Order ID;E-mail;User ID;Total;Subtotal;Discount;Payment surcharge;Shipping cost;Date;Status;Notes;Payment ID;IP address;Details;Payment information;Taxes;Coupons;Shipping;First name;Last name;Company;Fax;Phone;Web site;Tax exempt;Language;Billing: first name;Billing: last name;Billing: address;Billing: address (line 2);Billing: city;Billing: state;Billing: country;Billing: zipcode;Shipping: first name;Shipping: last name;Shipping: address;Shipping: address (line 2);Shipping: city;Shipping: state;Shipping: country;Shipping: zipcode;Vendor
"82";"customer@example.com";"3";"749.95";"749.95";"0.00";"0.00";"0.00";"14 Nov 2013 08:40:11";"C";"";"2";"127.0.0.1";"";"";"{""6"":{""rate_type"":""P"",""rate_value"":""10.000"",""price_includes_tax"":""Y"",""regnumber"":""1234242"",""priority"":""0"",""tax_subtotal"":""68.18"",""description"":""VAT"",""applies"":{""P"":""68.18"",""S"":""0"",""items"":{""S"":[],""P"":{""1364924988"":""1""}}}}}";"";"[{""shipping_id"":""1"",""shipping"":""Custom shipping method"",""delivery_time"":""3-5 days"",""rate_calculation"":""M"",""service_params"":[],""destination"":""I"",""min_weight"":""0.00"",""max_weight"":""0.00"",""service_id"":""0"",""module"":"""",""service_code"":"""",""rate_info"":{""rate_id"":""55"",""rate_value"":{""C"":{""0"":{""amount"":""0"",""value"":""40"",""type"":""F"",""per_unit"":""N""},""30"":{""amount"":""30"",""value"":""10"",""type"":""F"",""per_unit"":""N""},""50"":{""amount"":""50"",""value"":""5"",""type"":""F"",""per_unit"":""N""}},""I"":{""0"":{""amount"":""0"",""value"":""23"",""type"":""F"",""per_unit"":""N""},""10"":{""amount"":""10"",""value"":""15"",""type"":""F"",""per_unit"":""N""}}}},""group_key"":""0"",""rate"":""28"",""group_name"":""Simtech""}]";"Customer";"Customer";"";"";"";"";"N";"en";"Customer";"Customer";"44 Main street";"";"Boston";"MA";"US";"02134";"Customer";"Customer";"44 Main street";"";"Boston";"MA";"US";"02134";"Acme Corporation"
"83";"customer@example.com";"3";"1048.99";"1048.99";"0.00";"0.00";"0.00";"15 Nov 2013 04:43:08";"C";"";"2";"127.0.0.1";"";"";"{""6"":{""rate_type"":""P"",""rate_value"":""10.000"",""price_includes_tax"":""Y"",""regnumber"":""1234242"",""priority"":""0"",""tax_subtotal"":""95.36"",""description"":""VAT"",""applies"":{""P"":""95.36"",""S"":""0"",""items"":{""S"":[],""P"":{""500958211"":""1"",""2372082066"":""1""}}}}}";"";"[{""shipping_id"":""1"",""shipping"":""Custom shipping method"",""delivery_time"":""3-5 days"",""rate_calculation"":""M"",""service_params"":[],""destination"":""I"",""min_weight"":""0.00"",""max_weight"":""0.00"",""service_id"":""0"",""module"":"""",""service_code"":"""",""rate_info"":{""rate_id"":""55"",""rate_value"":{""C"":{""0"":{""amount"":""0"",""value"":""40"",""type"":""F"",""per_unit"":""N""},""30"":{""amount"":""30"",""value"":""10"",""type"":""F"",""per_unit"":""N""},""50"":{""amount"":""50"",""value"":""5"",""type"":""F"",""per_unit"":""N""}},""I"":{""0"":{""amount"":""0"",""value"":""23"",""type"":""F"",""per_unit"":""N""},""10"":{""amount"":""10"",""value"":""15"",""type"":""F"",""per_unit"":""N""}}}},""group_key"":""0"",""rate"":""28"",""group_name"":""Simtech""}]";"Customer";"Customer";"";"";"";"";"N";"en";"Customer";"Customer";"44 Main street";"";"Boston";"MA";"US";"02134";"Customer";"Customer";"44 Main street";"";"Boston";"MA";"US";"02134";"Acme Corporation"
"84";"customer@example.com";"3";"3299.97";"3299.97";"0.00";"0.00";"0.00";"15 Nov 2013 16:57:26";"P";"";"2";"127.0.0.1";"";"";"{""6"":{""rate_type"":""P"",""rate_value"":""10.000"",""price_includes_tax"":""Y"",""regnumber"":""1234242"",""priority"":""0"",""tax_subtotal"":""300"",""description"":""VAT"",""applies"":{""P"":""300"",""S"":""0"",""items"":{""S"":[],""P"":{""319261745"":""1""}}}}}";"";"[{""shipping_id"":""1"",""shipping"":""Custom shipping method"",""delivery_time"":""3-5 days"",""rate_calculation"":""M"",""service_params"":[],""destination"":""I"",""min_weight"":""0.00"",""max_weight"":""0.00"",""service_id"":""0"",""module"":"""",""service_code"":"""",""rate_info"":{""rate_id"":""55"",""rate_value"":{""C"":{""0"":{""amount"":""0"",""value"":""40"",""type"":""F"",""per_unit"":""N""},""30"":{""amount"":""30"",""value"":""10"",""type"":""F"",""per_unit"":""N""},""50"":{""amount"":""50"",""value"":""5"",""type"":""F"",""per_unit"":""N""}},""I"":{""0"":{""amount"":""0"",""value"":""23"",""type"":""F"",""per_unit"":""N""},""10"":{""amount"":""10"",""value"":""15"",""type"":""F"",""per_unit"":""N""}}}},""group_key"":""0"",""rate"":""28"",""group_name"":""Simtech""}]";"Customer";"Customer";"";"";"";"";"N";"en";"Customer";"Customer";"44 Main street";"";"Boston";"MA";"US";"02134";"Customer";"Customer";"44 Main street";"";"Boston";"MA";"US";"02134";"Acme Corporation"
"85";"customer@example.com";"3";"897.86";"897.86";"0.00";"0.00";"0.00";"17 Nov 2013 03:50:17";"C";"";"2";"127.0.0.1";"";"";"{""6"":{""rate_type"":""P"",""rate_value"":""10.000"",""price_includes_tax"":""Y"",""regnumber"":""1234242"",""priority"":""0"",""tax_subtotal"":""81.62"",""description"":""VAT"",""applies"":{""P"":""81.62"",""S"":""0"",""items"":{""S"":[],""P"":{""2583444381"":""1"",""3390371295"":""1"",""1394451557"":""1"",""1416650876"":""1""}}}}}";"";"[{""shipping_id"":""1"",""shipping"":""Custom shipping method"",""delivery_time"":""3-5 days"",""rate_calculation"":""M"",""service_params"":[],""destination"":""I"",""min_weight"":""0.00"",""max_weight"":""0.00"",""service_id"":""0"",""module"":"""",""service_code"":"""",""rate_info"":{""rate_id"":""55"",""rate_value"":{""C"":{""0"":{""amount"":""0"",""value"":""40"",""type"":""F"",""per_unit"":""N""},""30"":{""amount"":""30"",""value"":""10"",""type"":""F"",""per_unit"":""N""},""50"":{""amount"":""50"",""value"":""5"",""type"":""F"",""per_unit"":""N""}},""I"":{""0"":{""amount"":""0"",""value"":""23"",""type"":""F"",""per_unit"":""N""},""10"":{""amount"":""10"",""value"":""15"",""type"":""F"",""per_unit"":""N""}}}},""group_key"":""0"",""rate"":""28"",""group_name"":""Simtech""}]";"Customer";"Customer";"";"";"";"";"N";"en";"Customer";"Customer";"44 Main street";"";"Boston";"MA";"US";"02134";"Customer";"Customer";"44 Main street";"";"Boston";"MA";"US";"02134";"Acme Corporation"
"86";"customer@example.com";"3";"1799.94";"1799.94";"0.00";"0.00";"0.00";"17 Nov 2013 19:05:43";"C";"";"3";"127.0.0.1";"";"";"{""6"":{""rate_type"":""P"",""rate_value"":""10.000"",""price_includes_tax"":""Y"",""regnumber"":""1234242"",""priority"":""0"",""tax_subtotal"":""163.63"",""description"":""VAT"",""applies"":{""P"":""163.63"",""S"":""0"",""items"":{""S"":[],""P"":{""4072008611"":""1"",""3961824982"":""1""}}}}}";"";"[{""shipping_id"":""1"",""shipping"":""Custom shipping method"",""delivery_time"":""3-5 days"",""rate_calculation"":""M"",""service_params"":[],""destination"":""I"",""min_weight"":""0.00"",""max_weight"":""0.00"",""service_id"":""0"",""module"":"""",""service_code"":"""",""rate_info"":{""rate_id"":""55"",""rate_value"":{""C"":{""0"":{""amount"":""0"",""value"":""40"",""type"":""F"",""per_unit"":""N""},""30"":{""amount"":""30"",""value"":""10"",""type"":""F"",""per_unit"":""N""},""50"":{""amount"":""50"",""value"":""5"",""type"":""F"",""per_unit"":""N""}},""I"":{""0"":{""amount"":""0"",""value"":""23"",""type"":""F"",""per_unit"":""N""},""10"":{""amount"":""10"",""value"":""15"",""type"":""F"",""per_unit"":""N""}}}},""group_key"":""0"",""rate"":""28"",""group_name"":""Simtech""}]";"Customer";"Customer";"";"";"";"";"N";"en";"Customer";"Customer";"44 Main street";"";"Boston";"MA";"US";"02134";"Customer";"Customer";"44 Main street";"";"Boston";"MA";"US";"02134";"Acme Corporation"
"87";"customer@example.com";"3";"972.00";"972.00";"0.00";"0.00";"0.00";"19 Nov 2013 02:47:08";"D";"";"2";"127.0.0.1";"";"";"{""6"":{""rate_type"":""P"",""rate_value"":""10.000"",""price_includes_tax"":""Y"",""regnumber"":""1234242"",""priority"":""0"",""tax_subtotal"":""88.36"",""description"":""VAT"",""applies"":{""P"":""88.36"",""S"":""0"",""items"":{""S"":[],""P"":{""1061624811"":""1""}}}}}";"";"[{""shipping_id"":""1"",""shipping"":""Custom shipping method"",""delivery_time"":""3-5 days"",""rate_calculation"":""M"",""service_params"":[],""destination"":""I"",""min_weight"":""0.00"",""max_weight"":""0.00"",""service_id"":""0"",""module"":"""",""service_code"":"""",""rate_info"":{""rate_id"":""55"",""rate_value"":{""C"":{""0"":{""amount"":""0"",""value"":""40"",""type"":""F"",""per_unit"":""N""},""30"":{""amount"":""30"",""value"":""10"",""type"":""F"",""per_unit"":""N""},""50"":{""amount"":""50"",""value"":""5"",""type"":""F"",""per_unit"":""N""}},""I"":{""0"":{""amount"":""0"",""value"":""23"",""type"":""F"",""per_unit"":""N""},""10"":{""amount"":""10"",""value"":""15"",""type"":""F"",""per_unit"":""N""}}}},""group_key"":""0"",""rate"":""28"",""group_name"":""Simtech""}]";"Customer";"Customer";"";"";"";"";"N";"en";"Customer";"Customer";"44 Main street";"";"Boston";"MA";"US";"02134";"Customer";"Customer";"44 Main street";"";"Boston";"MA";"US";"02134";"Acme Corporation"
"89";"customer@example.com";"3";"2994.86";"2994.86";"0.00";"0.00";"0.00";"20 Nov 2013 09:14:03";"O";"";"2";"127.0.0.1";"";"";"{""6"":{""rate_type"":""P"",""rate_value"":""10.000"",""price_includes_tax"":""Y"",""regnumber"":""1234242"",""priority"":""0"",""tax_subtotal"":""272.26"",""description"":""VAT"",""applies"":{""P"":""272.26"",""S"":""0"",""items"":{""S"":[],""P"":{""1792750741"":""1"",""2473281379"":""1"",""2366072709"":""1"",""4033496702"":""1"",""3864289797"":""1"",""3947455183"":""1""}}}}}";"";"[{""shipping_id"":""1"",""shipping"":""Custom shipping method"",""delivery_time"":""3-5 days"",""rate_calculation"":""M"",""service_params"":[],""destination"":""I"",""min_weight"":""0.00"",""max_weight"":""0.00"",""service_id"":""0"",""module"":"""",""service_code"":"""",""rate_info"":{""rate_id"":""55"",""rate_value"":{""C"":{""0"":{""amount"":""0"",""value"":""40"",""type"":""F"",""per_unit"":""N""},""30"":{""amount"":""30"",""value"":""10"",""type"":""F"",""per_unit"":""N""},""50"":{""amount"":""50"",""value"":""5"",""type"":""F"",""per_unit"":""N""}},""I"":{""0"":{""amount"":""0"",""value"":""23"",""type"":""F"",""per_unit"":""N""},""10"":{""amount"":""10"",""value"":""15"",""type"":""F"",""per_unit"":""N""}}}},""group_key"":""0"",""rate"":""28"",""group_name"":""Simtech""}]";"Customer";"Customer";"";"";"";"";"N";"en";"Customer";"Customer";"44 Main street";"";"Boston";"MA";"US";"02134";"Customer";"Customer";"44 Main street";"";"Boston";"MA";"US";"02134";"Acme Corporation"
"90";"customer@example.com";"3";"749.95";"749.95";"0.00";"0.00";"0.00";"21 Nov 2013 00:47:53";"I";"";"2";"127.0.0.1";"";"";"{""6"":{""rate_type"":""P"",""rate_value"":""10.000"",""price_includes_tax"":""Y"",""regnumber"":""1234242"",""priority"":""0"",""tax_subtotal"":""68.18"",""description"":""VAT"",""applies"":{""P"":""68.18"",""S"":""0"",""items"":{""S"":[],""P"":{""1364924988"":""1""}}}}}";"";"[{""shipping_id"":""1"",""shipping"":""Custom shipping method"",""delivery_time"":""3-5 days"",""rate_calculation"":""M"",""service_params"":[],""destination"":""I"",""min_weight"":""0.00"",""max_weight"":""0.00"",""service_id"":""0"",""module"":"""",""service_code"":"""",""rate_info"":{""rate_id"":""55"",""rate_value"":{""C"":{""0"":{""amount"":""0"",""value"":""40"",""type"":""F"",""per_unit"":""N""},""30"":{""amount"":""30"",""value"":""10"",""type"":""F"",""per_unit"":""N""},""50"":{""amount"":""50"",""value"":""5"",""type"":""F"",""per_unit"":""N""}},""I"":{""0"":{""amount"":""0"",""value"":""23"",""type"":""F"",""per_unit"":""N""},""10"":{""amount"":""10"",""value"":""15"",""type"":""F"",""per_unit"":""N""}}}},""group_key"":""0"",""rate"":""28"",""group_name"":""Simtech""}]";"Customer";"Customer";"";"";"";"";"N";"en";"Customer";"Customer";"44 Main street";"";"Boston";"MA";"US";"02134";"Customer";"Customer";"44 Main street";"";"Boston";"MA";"US";"02134";"Acme Corporation"
"91";"customer@example.com";"3";"1048.99";"1048.99";"0.00";"0.00";"0.00";"22 Nov 2013 01:25:16";"C";"";"2";"127.0.0.1";"";"";"{""6"":{""rate_type"":""P"",""rate_value"":""10.000"",""price_includes_tax"":""Y"",""regnumber"":""1234242"",""priority"":""0"",""tax_subtotal"":""95.36"",""description"":""VAT"",""applies"":{""P"":""95.36"",""S"":""0"",""items"":{""S"":[],""P"":{""500958211"":""1"",""2372082066"":""1""}}}}}";"";"[{""shipping_id"":""1"",""shipping"":""Custom shipping method"",""delivery_time"":""3-5 days"",""rate_calculation"":""M"",""service_params"":[],""destination"":""I"",""min_weight"":""0.00"",""max_weight"":""0.00"",""service_id"":""0"",""module"":"""",""service_code"":"""",""rate_info"":{""rate_id"":""55"",""rate_value"":{""C"":{""0"":{""amount"":""0"",""value"":""40"",""type"":""F"",""per_unit"":""N""},""30"":{""amount"":""30"",""value"":""10"",""type"":""F"",""per_unit"":""N""},""50"":{""amount"":""50"",""value"":""5"",""type"":""F"",""per_unit"":""N""}},""I"":{""0"":{""amount"":""0"",""value"":""23"",""type"":""F"",""per_unit"":""N""},""10"":{""amount"":""10"",""value"":""15"",""type"":""F"",""per_unit"":""N""}}}},""group_key"":""0"",""rate"":""28"",""group_name"":""Simtech""}]";"Customer";"Customer";"";"";"";"";"N";"en";"Customer";"Customer";"44 Main street";"";"Boston";"MA";"US";"02134";"Customer";"Customer";"44 Main street";"";"Boston";"MA";"US";"02134";"Acme Corporation"
"92";"dsds@example.com";"3";"677.95";"649.95";"0.00";"0.00";"28.00";"24 Jan 2017 16:38:58";"C";"";"1";"127.0.0.1";"";"";"{""6"":{""rate_type"":""P"",""rate_value"":""10.000"",""price_includes_tax"":""Y"",""regnumber"":""1234242"",""priority"":""0"",""tax_subtotal"":""61.64"",""description"":""VAT"",""applies"":{""P"":""59.09"",""S"":""2.55"",""items"":{""S"":[{""1"":""1""}],""P"":{""4163016541"":""1""}}}}}";"";"[{""shipping_id"":""1"",""shipping"":""Custom shipping method"",""delivery_time"":""3-5 days"",""rate_calculation"":""M"",""service_params"":[],""destination"":""I"",""min_weight"":""0.00"",""max_weight"":""0.00"",""service_id"":""0"",""module"":"""",""service_code"":"""",""rate_info"":{""rate_id"":""55"",""rate_value"":{""C"":{""0"":{""amount"":""0"",""value"":""40"",""type"":""F"",""per_unit"":""N""},""30"":{""amount"":""30"",""value"":""10"",""type"":""F"",""per_unit"":""N""},""50"":{""amount"":""50"",""value"":""5"",""type"":""F"",""per_unit"":""N""}},""I"":{""0"":{""amount"":""0"",""value"":""23"",""type"":""F"",""per_unit"":""N""},""10"":{""amount"":""10"",""value"":""15"",""type"":""F"",""per_unit"":""N""}}}},""group_key"":""0"",""rate"":""28"",""group_name"":""Simtech""}]";"George";"Nills";"";"";"+1 646-386-3600";"";"N";"en";"George";"Nills";"60 Centre Street #5";"";"New York";"NY";"US";"01342";"George";"Nills";"60 Centre Street #5";"";"New York";"NY";"US";"01342";"Acme Corporation"
"93";"customer@example.com";"3";"150.00";"150.00";"0.00";"0.00";"0.00";"24 Jan 2017 16:45:38";"O";"";"2";"127.0.0.1";"";"";"{""6"":{""rate_type"":""P"",""rate_value"":""10.000"",""price_includes_tax"":""Y"",""regnumber"":""1234242"",""priority"":""0"",""tax_subtotal"":""13.64"",""description"":""VAT"",""applies"":{""P"":""13.64"",""S"":""0"",""items"":{""S"":[],""P"":{""3636250333"":""1""}}}}}";"";"[{""shipping_id"":""1"",""shipping"":""Custom shipping method"",""delivery_time"":""3-5 days"",""rate_calculation"":""M"",""service_params"":[],""destination"":""I"",""min_weight"":""0.00"",""max_weight"":""0.00"",""service_id"":""0"",""module"":"""",""service_code"":"""",""rate_info"":{""rate_id"":""55"",""rate_value"":{""C"":{""0"":{""amount"":""0"",""value"":""40"",""type"":""F"",""per_unit"":""N""},""30"":{""amount"":""30"",""value"":""10"",""type"":""F"",""per_unit"":""N""},""50"":{""amount"":""50"",""value"":""5"",""type"":""F"",""per_unit"":""N""}},""I"":{""0"":{""amount"":""0"",""value"":""23"",""type"":""F"",""per_unit"":""N""},""10"":{""amount"":""10"",""value"":""15"",""type"":""F"",""per_unit"":""N""}}}},""group_key"":""0"",""rate"":""28"",""group_name"":""Simtech""}]";"Customer";"Customer";"";"";"";"";"N";"en";"Customer";"Customer";"44 Main street";"";"Boston";"MA";"US";"02134";"Customer";"Customer";"44 Main street";"";"Boston";"MA";"US";"02134";""
"94";"dsds@example.com";"3";"297.00";"269.00";"0.00";"0.00";"28.00";"24 Jan 2017 17:02:18";"C";"";"2";"127.0.0.1";"";"";"{""6"":{""rate_type"":""P"",""rate_value"":""10.000"",""price_includes_tax"":""Y"",""regnumber"":""1234242"",""priority"":""0"",""tax_subtotal"":""27"",""description"":""VAT"",""applies"":{""P"":""24.45"",""S"":""2.55"",""items"":{""S"":[{""1"":""1""}],""P"":{""3260818684"":""1""}}}}}";"";"[{""shipping_id"":""1"",""shipping"":""Custom shipping method"",""delivery_time"":""3-5 days"",""rate_calculation"":""M"",""service_params"":[],""destination"":""I"",""min_weight"":""0.00"",""max_weight"":""0.00"",""service_id"":""0"",""module"":"""",""service_code"":"""",""rate_info"":{""rate_id"":""55"",""rate_value"":{""C"":{""0"":{""amount"":""0"",""value"":""40"",""type"":""F"",""per_unit"":""N""},""30"":{""amount"":""30"",""value"":""10"",""type"":""F"",""per_unit"":""N""},""50"":{""amount"":""50"",""value"":""5"",""type"":""F"",""per_unit"":""N""}},""I"":{""0"":{""amount"":""0"",""value"":""23"",""type"":""F"",""per_unit"":""N""},""10"":{""amount"":""10"",""value"":""15"",""type"":""F"",""per_unit"":""N""}}}},""group_key"":""0"",""rate"":""28"",""group_name"":""Simtech""}]";"George";"Nills";"";"";"+1 646-386-3600";"";"N";"en";"George";"Nills";"60 Centre Street #5";"";"New York";"NY";"US";"01342";"George";"Nills";"60 Centre Street #5";"";"New York";"NY";"US";"01342";"Acme Corporation""95";"customer@example.com";"3";"1799.94";"1799.94";"0.00";"0.00";"0.00";"25 Jan 2017 16:38:58";"C";"";"3";"127.0.0.1";"";"";"{""6"":{""rate_type"":""P"",""rate_value"":""10.000"",""price_includes_tax"":""Y"",""regnumber"":""1234242"",""priority"":""0"",""tax_subtotal"":""163.63"",""description"":""VAT"",""applies"":{""P"":""163.63"",""S"":""0"",""items"":{""S"":[],""P"":{""4072008611"":""1"",""3961824982"":""1""}}}}}";"";"[{""shipping_id"":""1"",""shipping"":""Custom shipping method"",""delivery_time"":""3-5 days"",""rate_calculation"":""M"",""service_params"":[],""destination"":""I"",""min_weight"":""0.00"",""max_weight"":""0.00"",""service_id"":""0"",""module"":"""",""service_code"":"""",""rate_info"":{""rate_id"":""55"",""rate_value"":{""C"":{""0"":{""amount"":""0"",""value"":""40"",""type"":""F"",""per_unit"":""N""},""30"":{""amount"":""30"",""value"":""10"",""type"":""F"",""per_unit"":""N""},""50"":{""amount"":""50"",""value"":""5"",""type"":""F"",""per_unit"":""N""}},""I"":{""0"":{""amount"":""0"",""value"":""23"",""type"":""F"",""per_unit"":""N""},""10"":{""amount"":""10"",""value"":""15"",""type"":""F"",""per_unit"":""N""}}}},""group_key"":""0"",""rate"":""28"",""group_name"":""Simtech""}]";"Customer";"Customer";"";"";"";"";"N";"en";"Customer";"Customer";"44 Main street";"";"Boston";"MA";"US";"02134";"Customer";"Customer";"44 Main street";"";"Boston";"MA";"US";"02134";"Acme Corporation"
"96";"customer@example.com";"3";"972.00";"972.00";"0.00";"0.00";"0.00";"25 Jan 2017 16:38:58";"I";"";"2";"127.0.0.1";"";"";"{""6"":{""rate_type"":""P"",""rate_value"":""10.000"",""price_includes_tax"":""Y"",""regnumber"":""1234242"",""priority"":""0"",""tax_subtotal"":""88.36"",""description"":""VAT"",""applies"":{""P"":""88.36"",""S"":""0"",""items"":{""S"":[],""P"":{""1061624811"":""1""}}}}}";"";"[{""shipping_id"":""1"",""shipping"":""Custom shipping method"",""delivery_time"":""3-5 days"",""rate_calculation"":""M"",""service_params"":[],""destination"":""I"",""min_weight"":""0.00"",""max_weight"":""0.00"",""service_id"":""0"",""module"":"""",""service_code"":"""",""rate_info"":{""rate_id"":""55"",""rate_value"":{""C"":{""0"":{""amount"":""0"",""value"":""40"",""type"":""F"",""per_unit"":""N""},""30"":{""amount"":""30"",""value"":""10"",""type"":""F"",""per_unit"":""N""},""50"":{""amount"":""50"",""value"":""5"",""type"":""F"",""per_unit"":""N""}},""I"":{""0"":{""amount"":""0"",""value"":""23"",""type"":""F"",""per_unit"":""N""},""10"":{""amount"":""10"",""value"":""15"",""type"":""F"",""per_unit"":""N""}}}},""group_key"":""0"",""rate"":""28"",""group_name"":""Simtech""}]";"Customer";"Customer";"";"";"";"";"N";"en";"Customer";"Customer";"44 Main street";"";"Boston";"MA";"US";"02134";"Customer";"Customer";"44 Main street";"";"Boston";"MA";"US";"02134";"Acme Corporation"
"97";"dsds@example.com";"3";"677.95";"649.95";"0.00";"0.00";"28.00";"25 Jan 2017 16:38:58";"I";"";"1";"127.0.0.1";"";"";"{""6"":{""rate_type"":""P"",""rate_value"":""10.000"",""price_includes_tax"":""Y"",""regnumber"":""1234242"",""priority"":""0"",""tax_subtotal"":""61.64"",""description"":""VAT"",""applies"":{""P"":""59.09"",""S"":""2.55"",""items"":{""S"":[{""1"":""1""}],""P"":{""4163016541"":""1""}}}}}";"";"[{""shipping_id"":""1"",""shipping"":""Custom shipping method"",""delivery_time"":""3-5 days"",""rate_calculation"":""M"",""service_params"":[],""destination"":""I"",""min_weight"":""0.00"",""max_weight"":""0.00"",""service_id"":""0"",""module"":"""",""service_code"":"""",""rate_info"":{""rate_id"":""55"",""rate_value"":{""C"":{""0"":{""amount"":""0"",""value"":""40"",""type"":""F"",""per_unit"":""N""},""30"":{""amount"":""30"",""value"":""10"",""type"":""F"",""per_unit"":""N""},""50"":{""amount"":""50"",""value"":""5"",""type"":""F"",""per_unit"":""N""}},""I"":{""0"":{""amount"":""0"",""value"":""23"",""type"":""F"",""per_unit"":""N""},""10"":{""amount"":""10"",""value"":""15"",""type"":""F"",""per_unit"":""N""}}}},""group_key"":""0"",""rate"":""28"",""group_name"":""Simtech""}]";"George";"Nills";"";"";"+1 646-386-3600";"";"N";"en";"George";"Nills";"60 Centre Street #5";"";"New York";"NY";"US";"01342";"George";"Nills";"60 Centre Street #5";"";"New York";"NY";"US";"01342";"Acme Corporation"
"300";"test2@webkul.com";"37";"935.00";"900.00";"0.00";"10.00";"25.00";"25 Sep 2018 15:01:20";"I";"";"6";"103.80.65.178";"";"";"";"";"[{""shipping_id"":""1"",""shipping"":""Custom shipping method"",""delivery_time"":""3-7 days"",""description"":""<p>Delivery time is calculated in business days.\n<\/p><p>Products in stock will be sent after the payment is verified. Mail service is responsible for the goods during transportation.\n<\/p><p>Please, open the package delivered under your order the moment you receive it. If any damage is revealed, make claims against mail service.\n<\/p><p>Any questions? Contact our Customer Service at 123-12-23\n<\/p>"",""rate_calculation"":""M"",""service_params"":[],""destination"":""I"",""min_weight"":""0.000"",""max_weight"":""100.000"",""service_id"":""0"",""free_shipping"":"""",""module"":"""",""service_code"":"""",""rate_info"":{""rate_id"":""71"",""rate_value"":{""C"":[{""amount"":""0"",""value"":""25"",""type"":""F"",""per_unit"":""N""}],""W"":{""0"":{""amount"":""0"",""value"":""0"",""type"":""F"",""per_unit"":""N""},""1"":{""amount"":""1"",""value"":""3"",""type"":""F"",""per_unit"":""N""},""2"":{""amount"":""2"",""value"":""6"",""type"":""F"",""per_unit"":""N""},""3"":{""amount"":""3"",""value"":""9"",""type"":""F"",""per_unit"":""N""},""4"":{""amount"":""4"",""value"":""12"",""type"":""F"",""per_unit"":""N""},""5"":{""amount"":""5"",""value"":""15"",""type"":""F"",""per_unit"":""N""},""6"":{""amount"":""6"",""value"":""18"",""type"":""F"",""per_unit"":""N""},""7"":{""amount"":""7"",""value"":""21"",""type"":""F"",""per_unit"":""N""},""8"":{""amount"":""8"",""value"":""24"",""type"":""F"",""per_unit"":""N""},""9"":{""amount"":""9"",""value"":""27"",""type"":""F"",""per_unit"":""N""},""10"":{""amount"":""10"",""value"":""30"",""type"":""F"",""per_unit"":""N""},""11"":{""amount"":""11"",""value"":""33"",""type"":""F"",""per_unit"":""N""},""13"":{""amount"":""13"",""value"":""39"",""type"":""F"",""per_unit"":""N""},""14"":{""amount"":""14"",""value"":""42"",""type"":""F"",""per_unit"":""N""},""15"":{""amount"":""15"",""value"":""45"",""type"":""F"",""per_unit"":""N""},""16"":{""amount"":""16"",""value"":""48"",""type"":""F"",""per_unit"":""N""},""17"":{""amount"":""17"",""value"":""51"",""type"":""F"",""per_unit"":""N""},""18"":{""amount"":""18"",""value"":""54"",""type"":""F"",""per_unit"":""N""},""19"":{""amount"":""19"",""value"":""57"",""type"":""F"",""per_unit"":""N""},""20"":{""amount"":""20"",""value"":""60"",""type"":""F"",""per_unit"":""N""}}}},""group_key"":""0"",""rate"":""25"",""image"":{""pair_id"":""1335"",""image_id"":""2207"",""detailed_id"":""0"",""position"":""0"",""icon"":{""image_path"":""https:\/\/www.hagatnaa.com\/images\/shipping\/2\/shipping_icon_.png"",""alt"":"""",""image_x"":""60"",""image_y"":""60"",""http_image_path"":""http:\/\/www.hagatnaa.com\/images\/shipping\/2\/shipping_icon_.png"",""https_image_path"":""https:\/\/www.hagatnaa.com\/images\/shipping\/2\/shipping_icon_.png"",""absolute_path"":""\/home\/hagatnaa\/public_html\/images\/shipping\/2\/shipping_icon_.png"",""relative_path"":""shipping\/2\/shipping_icon_.png""}},""group_name"":""Acme Corporation""}]";"test";"test";"";"";"21425";"";"N";"en";"test";"test";"test";"";"test";"ALEX";"EG";"9494";"test";"test";"test";"";"test";"ALEX";"EG";"9494";"Acme Corporation"
